bigregn_code	bigregn_name	dc_code	dc_name	regn_code	regn_name	area_code	area_name	city_code	city_name	compete_store	hig_md_low_level	store_type	flop_type_name	innovate_type_name	openbusi_dt	store_code	store_name	subregn_code	subregn_name	is_enabled	deleted	sync_time
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550024	深圳_梁汉钢	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0001	深圳宝安区圣淘沙店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0002	深圳罗湖区红宝路1店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550004	深圳_陈林龙	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0003	深圳福田区梅华路店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0004	深圳福田区景田店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550040	深圳_周辉程	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0005	深圳宝安区富通苑店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550035	深圳_张奇锋	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0006	深圳罗湖区海富花园店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550034	深圳_杨静	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0007	深圳龙岗区四季花城店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550010	深圳_方茜	0101	深圳	未分类	尖高端店	封闭店		创新店	2009-01-01	0008	深圳南山区蔚蓝海岸店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550009	深圳_吴少恭	0101	深圳	未分类	尖高端店	封闭店		非创新店	2009-01-01	0009	深圳福田区中康路店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550009	深圳_吴少恭	0101	深圳	未分类	高档店	封闭店		非创新店	2008-12-23	0010	深圳罗湖区松泉山庄店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0011	深圳福田区沙嘴店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550024	深圳_梁汉钢	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0012	深圳宝安区桃源居3店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-02	0013	深圳南山区学府店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550010	深圳_方茜	0101	深圳	未分类	中档店	加盟店		创新店	2009-01-01	0014	深圳福田区车公庙店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550009	深圳_吴少恭	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0015	深圳福田区金地店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0016	深圳罗湖区龙园山庄店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	一级竞争常规门店	高档店	封闭店		非创新店	2009-01-01	0017	深圳福田区天然居店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550003	深圳_陈飞	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0018	深圳宝安区三联路店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550040	深圳_周辉程	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0019	深圳宝安区深业新岸线店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550003	深圳_陈飞	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0020	深圳宝安区风和日丽店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550014	深圳_柯孙发	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0021	深圳龙岗区茂盛路店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550030	深圳_唐镇伟	0101	深圳	未分类	高档店	其他		非创新店	2009-01-01	0022	深圳南山区西海湾店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550030	深圳_唐镇伟	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0023	深圳南山区招商海月店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0024	深圳罗湖区布心店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550014	深圳_柯孙发	0101	深圳	未分类	尖高端店	封闭店		非创新店	2009-01-01	0025	深圳宝安区美丽365花园店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550030	深圳_唐镇伟	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0026	深圳南山区阳光棕榈园店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0027	深圳宝安区天骄店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550003	深圳_陈飞	0101	深圳	未分类	中档店	加盟店		非创新店	2009-01-01	0028	深圳宝安区东源阁店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0029	深圳福田区中信广场店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550010	深圳_方茜	0101	深圳	未分类	高档店	封闭店		创新店	2009-01-01	0030	深圳福田区碧海云天店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550024	深圳_梁汉钢	0101	深圳	未分类	中档店	封闭店		非创新店	2009-02-19	0031	深圳宝安区建安新村店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0032	深圳福田区益田村店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550030	深圳_唐镇伟	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0034	深圳南山区南山市场店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0036	深圳宝安区桃源居1店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	低档店	封闭店		非创新店	2009-01-01	0037	深圳福田区梅兴苑店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0038	深圳南山区缤纷店(停)	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0039	深圳福田区莲花一村店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550003	深圳_陈飞	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0040	深圳宝安区富通天骏店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0041	深圳罗湖区蔡屋围店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550014	深圳_柯孙发	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0042	深圳宝安区新境园店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0044	深圳福田区新洲一街店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550024	深圳_梁汉钢	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-03	0045	深圳宝安区缤纷世界店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550007	深圳_林志宏	0101	深圳	未分类	高档店	加盟店		非创新店	2009-01-01	0046	深圳龙岗区百合山庄店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550014	深圳_柯孙发	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0047	深圳宝安区景龙新村店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	低档店	封闭店		非创新店	2009-01-01	0048	深圳宝安区榕苑店	075100	深圳闭店	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550030	深圳_唐镇伟	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0049	深圳南山区明星店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550009	深圳_吴少恭	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0050	深圳福田区福源店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550014	深圳_柯孙发	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0051	深圳龙岗区长龙路店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0000	非门店	未分类	未分类	其他		非创新店	2009-01-01	0052	黄贝岭店(停)	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550004	深圳_陈林龙	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-07	0053	深圳福田区梅林一村店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0056	深圳福田区田面店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0057	深圳罗湖区松园店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550003	深圳_陈飞	0101	深圳	未分类	低档店	封闭店		非创新店	2009-01-01	0059	深圳宝安区水斗富豪店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550009	深圳_吴少恭	0101	深圳	未分类	尖高端店	封闭店		非创新店	2009-01-01	0061	深圳南山区海滨店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550010	深圳_方茜	0101	深圳	未分类	高档店	封闭店		创新店	2010-06-13	0062	深圳宝安区西城上筑店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0063	深圳宝安区天悦龙庭店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550014	深圳_柯孙发	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0064	深圳龙岗区康桥花园店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0065	深圳福田区宝田苑店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550007	深圳_林志宏	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0066	深圳龙岗区可园1店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550035	深圳_张奇锋	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0067	深圳罗湖区渔民村店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550009	深圳_吴少恭	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0068	深圳福田区紫竹四路店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550034	深圳_杨静	0101	深圳	一级竞争常规门店	高档店	封闭店		非创新店	2009-01-02	0069	深圳宝安区民乐花园店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550044	深圳_张术滨	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0070	深圳罗湖区松泉公寓店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550044	深圳_张术滨	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0071	深圳罗湖区田心村店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550041	深圳_夏飞建	0101	深圳	未分类	中档店	加盟店		非创新店	2009-04-22	0073	深圳龙岗区布吉莲花1店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	高档店	其他		非创新店	2009-01-01	0074	深圳南山区现代城店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0075	金色花园店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550010	深圳_方茜	0101	深圳	未分类	中档店	封闭店		创新店	2009-01-01	0076	深圳福田区翰岭苑店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0077	深圳福田区百花三路店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550014	深圳_柯孙发	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0079	深圳宝安区滢水山庄店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0080	深圳罗湖区莲塘国威店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550044	深圳_张术滨	0101	深圳	未分类	中档店	封闭店		非创新店	2008-12-26	0081	深圳罗湖区宝安南路店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0082	百乐汇店中店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550007	深圳_林志宏	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0083	深圳龙岗区翠枫豪园店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0084	深圳宝安区富士康1店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550004	深圳_陈林龙	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0085	深圳福田区新洲二街店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550014	深圳_柯孙发	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0086	深圳宝安区锦绣江南店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	尖高端店	封闭店		非创新店	2009-01-01	0088	深圳宝安区观澜格澜郡店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550010	深圳_方茜	0101	深圳	未分类	高档店	封闭店		创新店	2009-01-01	0089	深圳龙岗区东大街1店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550009	深圳_吴少恭	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0090	深圳福田区丽阳天下店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0091	深圳宝安区桃源居2店(停)	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2010-06-16	0092	深圳福田区沙嘴2店(停)	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550007	深圳_林志宏	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0093	深圳龙岗区丽湖花园店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550003	深圳_陈飞	0101	深圳	未分类	中档店	封闭店		非创新店	2009-01-01	0094	深圳宝安区龙泉花园店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0095	深圳罗湖区中兴路店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	中档店	封闭店		创新店	2008-12-26	0096	深圳龙岗区东大街2店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0097	深圳罗湖区莲塘聚福路店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550030	深圳_唐镇伟	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0098	深圳南山区东滨路店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	高档店	其他		非创新店	2009-01-01	0099	深圳福田区国都高尔夫花园店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550009	深圳_吴少恭	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0100	深圳罗湖区莲塘名骏店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0101	深圳福田区新洲北村店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0102	深圳宝安区民治塘水店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550014	深圳_柯孙发	0101	深圳	未分类	尖高端店	封闭店		非创新店	2009-01-01	0103	深圳龙岗区万科城店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	高档店	封闭店		非创新店	2009-01-01	0104	深圳南山区缤纷年华店	075100	深圳闭店	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-01-01	0105	深圳福田区上沙店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-02-25	0106	深圳福田区彩田村店(停)	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550035	深圳_张奇锋	0101	深圳	未分类	高档店	封闭店		非创新店	2009-02-27	0107	深圳龙岗区菁华园店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550034	深圳_杨静	0101	深圳	未分类	高档店	封闭店		非创新店	2009-03-09	0108	深圳宝安区春华四季园店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550004	深圳_陈林龙	0101	深圳	未分类	高档店	封闭店		非创新店	2009-03-14	0109	深圳福田区碧荔花园店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207550034	深圳_杨静	0101	深圳	未分类	中档店	封闭店		非创新店	2009-03-27	0110	深圳龙岗区坂田店	F0755008	深圳_刘易斯	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	高档店	封闭店		非创新店	2009-03-21	0111	深圳南山区港湾丽都店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-04-02	0112	深圳罗湖区黄贝中村店(停)	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-03-28	0113	深圳罗湖区中兴路2店(停)	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-04-10	0114	深圳南山区龙城路店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550014	深圳_柯孙发	0101	深圳	未分类	中档店	封闭店		非创新店	2009-04-11	0115	深圳龙岗区隆盛花园店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550010	深圳_方茜	0101	深圳	未分类	高档店	封闭店		创新店	2009-04-20	0116	深圳南山区学府中路店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550030	深圳_唐镇伟	0101	深圳	未分类	高档店	其他		非创新店	2009-04-17	0117	深圳南山区海韵嘉园店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550030	深圳_唐镇伟	0101	深圳	未分类	高档店	封闭店		非创新店	2009-04-18	0118	深圳南山区鸿瑞花园店	F0755004	深圳_吴楚伟	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0207510001	深圳闭店	0101	深圳	未分类	未分类	其他		非创新店	2009-09-06	0119	深圳宝安区富士康2店	075100	深圳闭店	0	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	高档店	封闭店		非创新店	2009-04-27	0120	深圳福田区福田保税区店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	高档店	封闭店		非创新店	2009-05-31	0121	深圳罗湖区水贝2路店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
1003	华南大区	szpszx	深圳配送中心	szpszx	深圳区	0107550029	深圳_王靖	0101	深圳	未分类	高档店	封闭店		非创新店	2009-05-21	0122	深圳盐田区金融路店	F0755003	深圳_陈应华	1	0	2022-04-20 04:26:58
